  Lingada(id=0, Orden=5175402, colada=28300, producto=85331)
Lingada 6 → Estiba '7E11', Nivel 2
Lingada 7 → Estiba '7B11', Nivel 4
Lingada 8 → Estiba '7A12', Nivel 7
Lingada 9 → Estiba '7E14', Nivel 17
Lingada 10 → Estiba '7D10', Nivel 9
Lingada 11 → Estiba '7F9', Nivel 9
Lingada 12 → Estiba '7F9', Nivel 10
Lingada 13 → Estiba '7C7', Nivel 27
Lingada 14 → Estiba '7D6', Nivel 11
Lingada 15 → Estiba '7C3', Nivel 13
Lingada 16 → Estiba '7C7', Nivel 28
Lingada 17 → Estiba '7G7', Nivel 13
Lingada 18 → Estiba '7E11', Nivel 3
Lingada 19 → Estiba '7D1', Nivel 13
Lingada 20 → Estiba '7C7', Nivel 29
Lingada 21 → Estiba '7F9', Nivel 11
Lingada 22 → Estiba '7C6', Nivel 14
Lingada 23 → Estiba '7D14', Nivel 8
Lingada 24 → Estiba '7G7', Nivel 14
Lingada 25 → Estiba '7E7', Nivel 14
Lingada 26 → Estiba '7F14', Nivel 13
Lingada 27 → Estiba '7C13', Nivel 3
Lingada 28 → Estiba '7F6', Nivel 12
Lingada 29 → Estiba '7A14', Nivel 14
Lingada 30 → Estiba '7F6', Nivel 13
Lingada 31 → Estiba '7E2', Nivel 21
Lingada 32 → Estiba '7F5', Nivel 22
Lingada 33 → Estiba '7D6', Nivel 12
Lingada 34 → Estiba '7F14', Nivel 14
Lingada 35 → Estiba '7C7', Nivel 30
Lingada 36 → Estiba '7C8', Nivel 11
Lingada 37 → Estiba '7D3', Nivel 25
Lingada 38 → Estiba '7E12', Nivel 11
Lingada 39 → Estiba '7E3', Nivel 24
Lingada 40 → Estiba '7E3', Nivel 25
Lingada 41 → Estiba '7F12', Nivel 18
Lingada 42 → Estiba '7E3', Nivel 26
Lingada 43 → Estiba '7E1', Nivel 33
Lingada 44 → Estiba '7E3', Nivel 27
Lingada 45 → Estiba '7D1', Nivel 14
Lingada 46 → Estiba '7F10', Nivel 5
Lingada 47 → Estiba '7D7', Nivel 11
Lingada 48 → Estiba '7C10', Nivel 1
Lingada 49 → Estiba '7B13', Nivel 6
Lingada 50 → Estiba '7D7', Nivel 12
Lingada 51 → Estiba '7D14', Nivel 9
Lingada 52 → Estiba '7F2', Nivel 23
Lingada 53 → Estiba '7C10', Nivel 2
Lingada 54 → Estiba '7E3', Nivel 28
Lingada 55 → Estiba '7C10', Nivel 3
Lingada 56 → Estiba '7D1', Nivel 15
Lingada 57 → Estiba '7D3', Nivel 26
Lingada 58 → Estiba '7E9', Nivel 1
Lingada 59 → Estiba '7D3', Nivel 27
Lingada 60 → Estiba '7C14', Nivel 7
Lingada 61 → Estiba '7D1', Nivel 16
Lingada 62 → Estiba '7F10', Nivel 6
Lingada 63 → Estiba '7F2', Nivel 24
Lingada 64 → Estiba '7E12', Nivel 12
Lingada 65 → Estiba '7E10', Nivel 9
Lingada 66 → Estiba '7D13', Nivel 13
Lingada 67 → Estiba '7E15', Nivel 2
Lingada 68 → Estiba '7D5', Nivel 15
Lingada 69 → Estiba '7D5', Nivel 16
Lingada 70 → Estiba '7E1', Nivel 34
Lingada 71 → Estiba '7F6', Nivel 14
Lingada 72 → Estiba '7D7', Nivel 13
Lingada 73 → Estiba '7D3', Nivel 28
Lingada 74 → Estiba '7A14', Nivel 15
Lingada 75 → Estiba '7D1', Nivel 17
